,4298.05,4413.08,4446.01,4446.05,4614.04,4659.02,4692.01,4846.01,4953.04,4993.13,4993.15,5001.08,5024.10,5073.08,5105.01,5114.06,5134.09,5137.10,5137.11,5175.08,5184.08,5207.01,5216.04,5238.05,5247.10,5256.06,5262.09,5288.12,5297.02,5303.08,5348.10,5359.11,5359.13,5368.03,5382.06,5391.06,5430.08,5430.10,5445.07,5450.04,5453.01,5470.10,5470.12,5492.05,5509.02,5539.06,5539.08,5561.04,5561.06,5569.06,5578.02,5610.09,5616.01,5653.12,5679.05,5679.08,5687.04,5696.03,5730.08,5788.12,5847.01,5922.04,6022.04,6030.04,6039.06,6072.11,6072.16,6115.06,6115.09,6157.04,6190.03,6206.08,6215.04,6233.04,6306.01,6306.06,6364.07,6364.10,6389.09,6432.08,6432.09,6450.05,6459.04,6459.07,6492.08,6498.10,6526.01,6535.04,6541.03,6551.02,6578.01,6593.15,6611.02,6611.07,6617.09,6626.01,6650.07,6659.09,6691.11,6726.01,6740.01,6740.10,6756.05,6765.01,6779.05,6786.02,6816.07,6830.04,6854.05,6948.10,6955.05,7023.04,7175.05,7188.13,8057.02,8358.03,HB101,HB103,HB105,HB106,HB201,HB202,HB203,HB301,HB302,HB303,HB304,HB305,HB401,HB402,HB407,HB408,HB409,HB410,HB501,HB502,HB503,HB505,HB506,HB601,HB602,HB603,HB608,HB609,HB610,HB611,HB612,JC002,JC003,JC006,JC008,JC009,JC013,JC014,JC018,JC019,JC020,JC022,JC023,JC024,JC027,JC032,JC034,JC035,JC038,JC051,JC052,JC053,JC055,JC057,JC059,JC063,JC065,JC066,JC072,JC074,JC075,JC076,JC077,JC078,JC080,JC081,JC082,JC084,JC093,JC094,JC095,JC097,JC098,JC099,JC102,JC103,JC105,JC107,JC108,JC109,JC110,JC115,JC116,JC117,JC118,JC119,JC120,JC121,JC122,JC123,JC124,JC127,JC130,JC131,JC132,JC133,JC134,JC135,JC137,JC138,JC139,JC140,JC142,JC143,JC144,JC145,JC148,JC149
4993.15,2.7265,2.3634,2.4774,2.6626,1.6016,2.9055,3.2534,0.5303,0.1696,0.1485,0.0,0.7452,0.2802,0.6139,0.5253,0.8679,3.4169,0.7816,0.5595,0.7182,0.9448,0.9391,0.9316,1.23,1.1093,1.1728,2.1678,1.1607,1.3854,1.863,3.8834,1.4468,1.3615,1.5797,1.8715,1.7,1.6074,1.6952,2.5591,4.8272,2.2739,1.8562,1.7339,2.1384,1.9704,1.908,2.1128,2.3384,2.4429,2.3149,2.157,2.1986,3.4273,2.3512,2.6666,2.6233,2.5277,2.5741,2.6857,3.4606,3.1388,3.3685,3.8536,3.7451,3.8503,4.07,3.8635,3.9388,4.232,4.146,4.3341,4.8966,4.5835,4.6897,4.5643,4.7043,5.1958,5.2736,5.615,5.7985,5.8352,5.2251,5.1385,5.3585,5.4071,6.2627,5.4965,5.6469,6.3304,6.0674,5.72,6.1922,5.8346,5.832,6.738,6.3657,6.9007,6.607,6.9667,6.2312,6.7311,6.6436,6.4406,6.2624,6.8724,6.4984,6.8388,7.4297,6.7402,7.2697,7.1949,7.5099,8.4101,9.0875,15.6868,17.1844,3.9484,3.9569,4.1143,3.9756,5.2794,5.5401,5.7574,4.7593,4.946,5.0045,5.2805,5.4441,4.6237,4.6167,4.6008,4.9563,4.3229,5.085,5.2528,5.2872,5.5509,5.5728,5.8402,4.688,4.5626,4.8953,4.3743,4.0195,5.6628,4.3352,4.0576,2.3938,3.3484,3.1204,3.3566,3.9747,3.1312,3.0135,5.4899,5.1084,5.1817,5.2362,4.1948,5.6064,3.9054,3.7291,4.8957,3.6803,2.5608,6.5473,4.0833,6.3307,5.5219,5.3472,5.6051,6.016,6.1728,3.3129,2.7098,3.8088,4.1528,4.0046,5.5705,4.7228,6.182,4.2849,3.4902,5.0529,5.8733,5.8885,5.685,3.1863,3.1781,3.9735,2.7575,5.6079,4.7196,6.1576,6.6344,5.5818,3.7071,3.3774,2.5693,4.338,4.6458,5.2726,5.362,5.7228,6.0958,5.6287,6.8603,5.8312,7.1199,7.2517,6.44,6.0275,6.8771,7.593,7.1222,6.8499,6.854,6.2441,6.5786,6.3542,7.3235,6.8448,2.9595,2.9335
5001.08,3.2205,2.8909,3.0492,3.2612,2.1078,3.6236,3.9907,0.622,0.8819,0.7943,0.7452,0.0,0.9457,0.405,0.6525,0.2967,4.1243,1.1452,0.9653,0.8595,0.6599,1.2903,0.9755,1.7449,1.3576,0.9515,2.8156,1.1209,1.0726,2.4582,4.5599,1.6249,1.5163,1.3261,2.2825,1.9427,1.7187,1.8456,3.0679,5.4833,2.706,1.8274,1.7025,2.4574,1.9197,1.9525,2.1915,2.6855,2.7516,2.4914,2.1282,2.3058,3.9453,2.3686,2.9211,2.918,2.6498,2.4919,2.6654,3.7721,3.1347,3.3599,4.0677,3.8432,3.81,4.1246,3.8702,3.9422,4.1949,4.0977,4.3502,5.163,4.7599,4.6355,4.5539,4.6992,5.3747,5.4534,5.8989,6.0632,6.0998,5.3277,5.158,5.3658,5.4783,6.5775,5.6102,5.6677,6.6249,6.2922,5.7224,6.3847,5.8802,5.8581,7.0193,6.5958,7.2164,6.853,7.2639,6.2574,6.9261,6.8368,6.4806,6.2484,7.0346,6.6041,6.9793,7.7217,6.8465,7.4256,7.2577,7.6035,8.5503,9.3383,15.9464,17.3468,3.5511,3.6007,3.7189,3.601,5.0311,5.2946,5.4929,4.3496,4.5556,4.6322,4.8676,5.0357,4.1168,4.1409,4.156,4.4663,3.873,4.6265,4.9036,5.0021,5.1767,5.2608,5.5246,4.3119,4.2512,4.5824,3.9662,3.6502,5.322,4.0067,3.6591,1.6978,2.6453,2.4818,2.8705,3.3604,2.4073,2.3375,4.8536,4.4549,4.468,4.6522,3.5182,5.0614,3.2616,3.0484,4.303,2.9714,1.8384,5.8049,3.3385,5.6038,4.8101,4.8689,5.183,5.2712,5.5257,2.7893,1.9799,3.1454,3.496,3.3115,4.8345,3.9791,5.6252,3.6235,2.8268,4.3095,5.1568,5.1806,4.9566,2.4786,2.6007,3.2627,2.0537,4.9524,4.1525,5.4142,5.8949,4.9049,2.9765,2.6917,1.8976,3.595,3.9006,4.5277,4.6171,4.9804,5.3518,4.8851,6.1152,5.0959,6.3795,6.5077,5.7175,5.3093,6.148,6.8575,6.4011,6.1365,6.1574,5.5567,5.8348,5.6138,6.5968,6.1074,2.3213,2.2832
5024.10,2.8145,2.4391,2.5247,2.6895,1.7081,2.8162,3.1258,0.8101,0.3311,0.3888,0.2802,0.9457,0.0,0.6996,0.5027,0.996,3.1805,0.5619,0.3637,0.6109,0.9597,0.7079,0.8205,0.9521,0.9,1.1307,1.902,1.0516,1.3575,1.5859,3.63,1.241,1.1672,1.5162,1.6014,1.4673,1.4156,1.4883,2.279,4.5668,1.999,1.6999,1.5832,1.8815,1.8175,1.7265,1.9157,2.0748,2.1853,2.0877,1.9917,1.9916,3.1471,2.1674,2.4179,2.3671,2.3114,2.417,2.5074,3.1976,2.95,3.1789,3.6065,3.5243,3.6658,3.8582,3.6657,3.7414,4.0443,3.9619,4.1311,4.6374,4.3416,4.5045,4.3674,4.5053,4.9518,5.0292,5.352,5.5381,5.5748,4.9973,4.9313,5.1537,5.1861,5.9948,5.2656,5.4378,6.0652,5.8133,5.5154,5.9437,5.6187,5.621,6.4742,6.1103,6.6322,6.3487,6.7006,6.0193,6.4815,6.3943,6.2248,6.0608,6.6289,6.2671,6.5997,7.164,6.5084,7.0268,6.9723,7.2798,8.1692,8.8267,15.4229,16.9357,3.8878,3.8795,4.0516,3.9054,5.1535,5.412,5.6352,4.6983,4.8759,4.9267,5.2182,5.3793,4.6074,4.5858,4.5559,4.9301,4.2821,5.0436,5.1646,5.1744,5.4714,5.4689,5.7366,4.6135,4.4635,4.7948,4.3151,3.9469,5.5695,4.244,3.9966,2.5083,3.4608,3.1872,3.3406,4.0199,3.2661,3.1064,5.5422,5.1737,5.298,5.2573,4.2807,5.6048,3.9695,3.8204,4.9233,3.7964,2.698,6.7074,4.2573,6.4613,5.6353,5.3137,5.5453,6.2009,6.2306,3.315,2.8547,3.8869,4.2244,4.1048,5.7166,4.8897,6.1848,4.359,3.5704,5.2181,5.9912,5.9971,5.8185,3.3039,3.2091,4.0902,2.8748,5.6731,4.7336,6.3501,6.8364,5.6631,3.8484,3.4749,2.6638,4.5027,4.8232,5.4572,5.5349,5.8837,6.2626,5.8203,7.0345,6.0402,7.32,7.441,6.6629,6.2538,7.0937,7.8016,7.3463,7.0798,7.0938,6.4881,6.769,6.5544,7.5425,6.9923,3.0277,3.0096
5073.08,3.3063,2.953,3.0801,3.2714,2.1785,3.5008,3.8237,0.7987,0.7824,0.7294,0.6139,0.405,0.6996,0.0,0.2695,0.3069,3.8172,0.7556,0.6014,0.4555,0.3624,0.8935,0.5781,1.3678,0.9527,0.6401,2.4724,0.7477,0.8194,2.0948,4.2246,1.2245,1.1171,1.0478,1.8813,1.5395,1.3281,1.4506,2.6763,5.1329,2.3052,1.4706,1.3442,2.0525,1.5712,1.5784,1.8125,2.2805,2.3472,2.0977,1.7759,1.9221,3.5527,2.006,2.5202,2.5144,2.2658,2.161,2.3161,3.3686,2.7839,3.0116,3.6739,3.4694,3.4736,3.7621,3.5198,3.5929,3.8589,3.7649,3.9987,4.7644,4.373,4.3064,4.2107,4.3548,4.9884,5.067,5.499,5.6654,5.702,4.9565,4.8076,5.0193,5.1148,6.1754,5.2369,5.3179,6.2244,5.8996,5.378,5.9972,5.5239,5.5071,6.6203,6.2027,6.8145,6.458,6.8634,5.907,6.5386,6.4495,6.1267,5.9098,6.6531,6.2339,6.602,7.3219,6.4764,7.0456,6.8987,7.2372,8.1743,8.9438,15.5519,16.9688,3.3789,3.4037,3.546,3.4149,4.7813,5.0441,5.2519,4.1873,4.3818,4.4476,4.7084,4.8739,4.0222,4.0231,4.0164,4.3594,3.7364,4.4972,4.7062,4.7704,4.9943,5.0436,5.3099,4.1289,4.0313,4.3642,3.8021,3.4611,5.1206,3.7953,3.488,1.8093,2.7627,2.5102,2.7575,3.3612,2.5669,2.4142,4.8774,4.4987,4.5997,4.6232,3.5926,4.9983,3.2949,3.1294,4.2822,3.0977,1.9994,6.013,3.5722,5.7617,4.9376,4.754,5.0302,5.5217,5.5615,2.7057,2.1579,3.203,3.5447,3.4104,5.0184,4.1995,5.5724,3.6777,2.885,4.5267,5.2927,5.3007,5.1189,2.6049,2.5647,3.3916,2.1756,4.9983,4.1079,5.6777,6.1739,4.978,3.1498,2.7812,1.9705,3.8117,4.1397,4.7785,4.8476,5.1899,5.5714,5.1475,6.3471,5.3879,6.6547,6.7646,6.0318,5.63,6.4512,7.1464,6.7164,6.4619,6.4993,5.9066,6.0942,5.89,6.9033,6.2942,2.3495,2.3262
5105.01,3.2503,2.8847,2.9903,3.1671,2.1265,3.3176,3.6165,0.8859,0.688,0.6686,0.5253,0.6525,0.5027,0.2695,0.0,0.5703,3.5548,0.4929,0.3328,0.2385,0.457,0.639,0.4292,1.0999,0.7288,0.6508,2.2038,0.6478,0.8698,1.8254,3.9565,1.0324,0.9315,1.055,1.6332,1.3309,1.1627,1.272,2.4158,4.8635,2.056,1.3639,1.2386,1.8275,1.4738,1.4413,1.6633,2.05,2.127,1.9155,1.6691,1.7629,3.2931,1.8809,2.3161,2.2989,2.1029,2.0759,2.206,3.152,2.6677,2.8973,3.4855,3.3177,3.3712,3.6255,3.4,3.4745,3.7553,3.6655,3.8758,4.5628,4.1973,4.2091,4.0974,4.2396,4.8126,4.891,5.2936,5.4653,5.502,4.8047,4.6838,4.8998,4.9735,5.9623,5.0818,5.1938,6.0168,5.711,5.2603,5.8181,5.3915,5.3813,6.4165,6.0128,6.6017,6.2637,6.6555,5.7812,6.3592,6.2706,5.9963,5.798,6.4836,6.0819,6.4392,7.1157,6.3243,6.8782,6.7609,7.0894,8.0121,8.7495,15.3567,16.8013,3.4262,3.4321,3.5917,3.4516,4.7596,5.0208,5.2363,4.2372,4.4223,4.4798,4.7583,4.9214,4.1189,4.1047,4.0832,4.4466,3.8067,4.5689,4.7276,4.7641,5.0261,5.0483,5.3156,4.1636,4.0378,4.3705,3.8526,3.4952,5.1375,3.8099,3.5353,2.029,2.9767,2.6867,2.8512,3.5172,2.7978,2.6137,5.0396,4.6721,4.8131,4.7571,3.784,5.1108,3.4681,3.326,4.422,3.3135,2.2344,6.2534,3.8232,5.9839,5.1487,4.8343,5.0835,5.7755,5.7282,2.8187,2.3971,3.3883,3.7241,3.6134,5.2513,4.4458,5.6895,3.8592,3.0727,4.7715,5.5066,5.5078,5.3436,2.8233,2.707,3.6072,2.3955,5.1714,4.2348,5.9347,6.4345,5.1644,3.383,2.9834,2.173,4.0575,4.3914,5.0328,5.0961,5.4315,5.816,5.4046,6.5949,5.6514,6.9142,7.0196,6.2989,5.898,6.7165,7.4088,6.9835,6.7303,6.7687,6.1761,6.3501,6.15,7.1691,6.5268,2.5276,2.5114
5114.06,3.4749,3.1353,3.2806,3.4835,2.3533,3.773,4.1107,0.8894,1.0283,0.9575,0.8679,0.2967,0.996,0.3069,0.5703,0.0,4.1234,1.0382,0.9029,0.715,0.3947,1.1631,0.774,1.6555,1.1872,0.6752,2.7731,0.8783,0.7787,2.3882,4.5261,1.4162,1.3056,1.0342,2.1311,1.7423,1.4873,1.6209,2.9439,5.4292,2.5545,1.5606,1.4379,2.2691,1.6474,1.6987,1.941,2.5027,2.555,2.2601,1.8568,2.06,3.8171,2.1029,2.7056,2.7147,2.403,2.209,2.3904,3.566,2.8594,3.0829,3.8322,3.5826,3.5272,3.8549,3.5937,3.6649,3.9115,3.8131,4.0737,4.9368,4.5123,4.3493,4.2731,4.4189,5.1259,5.2047,5.6754,5.834,5.8705,5.0633,4.8803,5.086,5.2081,6.3613,5.3473,5.3894,6.4026,6.0521,5.4415,6.1368,5.6053,5.5803,6.7927,6.3564,6.9993,6.6172,7.0412,5.9791,6.6778,6.5883,6.204,5.9648,6.7791,6.3382,6.7194,7.4969,6.5803,7.1683,6.9838,7.3343,8.2887,9.1006,15.7074,17.0858,3.2625,3.3081,3.4303,3.31,4.7345,4.998,5.1966,4.0636,4.2674,4.3421,4.5826,4.7502,3.8495,3.8663,3.8753,4.1953,3.5928,4.349,4.6115,4.7062,4.8872,4.9662,5.2304,4.0219,3.9561,4.2876,3.6796,3.3588,5.0295,3.7125,3.3708,1.5266,2.4814,2.2641,2.5956,3.1309,2.2731,2.1467,4.6375,4.2491,4.3162,4.4107,3.3287,4.8062,3.0484,2.8621,4.0648,2.8143,1.7037,5.7116,3.2666,5.4713,4.6557,4.5957,4.8997,5.2153,5.3164,2.5236,1.859,2.9454,3.2916,3.1368,4.7213,3.8957,5.3745,3.4224,2.6264,4.2234,5.0084,5.0215,4.827,2.3204,2.3528,3.1078,1.8912,4.7482,3.9039,5.3708,5.8671,4.7161,2.8537,2.5098,1.7027,3.5082,3.8338,4.472,4.5427,4.888,5.2681,4.8406,6.0424,5.0819,6.3478,6.458,5.7288,5.3285,6.1463,6.84,6.4134,6.1613,6.2038,5.6147,5.7875,5.5831,6.5988,5.9969,2.1029,2.0727
5134.09,3.7503,3.472,3.2776,3.1662,3.4196,2.0921,1.7035,3.8626,3.3358,3.4361,3.4169,4.1243,3.1805,3.8172,3.5548,4.1234,0.0,3.1357,3.2248,3.4658,3.9213,3.0646,3.5365,2.5556,3.1693,3.9018,1.414,3.6421,4.0971,1.8567,0.6371,3.2238,3.2857,4.0766,2.4903,3.029,3.3582,3.2634,1.8679,1.5829,2.2901,3.7038,3.6857,2.7379,3.7822,3.5365,3.4785,2.6163,2.7594,3.2146,3.7785,3.4116,1.7775,3.7078,2.9867,2.8237,3.4314,4.0759,3.9371,2.9391,4.0844,4.2167,3.5653,4.008,4.6087,4.3712,4.4376,4.4959,4.8411,4.8278,4.6956,3.9322,4.161,5.2252,4.9592,5.0351,4.5668,4.6183,4.3592,4.5963,4.6253,4.9413,5.2441,5.4616,5.2173,4.7113,5.0925,5.6245,4.8699,5.0053,5.7621,5.2618,5.6612,5.746,5.2736,5.2195,5.2392,5.3395,5.3885,6.0662,5.6918,5.6273,6.1756,6.2705,5.9674,5.9216,6.042,5.8148,6.1194,6.335,6.7062,6.8348,7.4123,7.5047,13.7784,15.6691,5.9191,5.7896,6.044,5.865,6.4439,6.646,6.9021,6.6209,6.7064,6.6885,7.0744,7.1985,6.8543,6.7375,6.6135,7.0818,6.3994,7.0767,6.8098,6.5928,7.1585,6.9353,7.1762,6.4404,6.1065,6.3781,6.2971,5.8817,7.1238,5.988,6.0093,5.5092,6.41,5.9854,5.7301,6.6624,6.2916,6.0068,8.1363,7.8518,8.2033,7.6884,7.094,7.8712,6.7039,6.6774,7.4126,6.745,5.7485,9.7527,7.3644,9.4016,8.5211,7.3803,7.3904,9.3197,8.8275,5.8057,5.919,6.6868,6.9779,6.9834,8.7254,7.9726,8.4461,7.1173,6.3965,8.2926,8.8882,8.8539,8.7805,6.2764,5.8526,7.0311,5.8649,8.3305,7.1572,9.4854,9.989,8.4028,6.8758,6.3718,5.5972,7.5843,7.933,8.5791,8.6277,8.9388,9.3325,8.9555,10.121,9.2051,10.468,10.5654,9.841,9.4336,10.2665,10.9634,10.5249,10.2603,10.2707,9.6604,9.8984,9.7042,10.7173,9.991,5.8434,5.8564
5137.10,3.3406,2.9591,3.0218,3.1663,2.252,3.1399,3.374,1.2757,0.8851,0.9217,0.7816,1.1452,0.5619,0.7556,0.4929,1.0382,3.1357,0.0,0.2245,0.3336,0.7858,0.1609,0.4259,0.6177,0.3382,0.8045,1.7528,0.6104,1.0269,1.3535,3.5046,0.6791,0.6085,1.1078,1.1486,0.9184,0.8563,0.9264,1.923,4.3954,1.569,1.1608,1.0511,1.3734,1.2797,1.17,1.3541,1.5856,1.6772,1.5342,1.4429,1.43,2.8002,1.6086,1.89,1.8549,1.7522,1.8713,1.95,2.7012,2.3891,2.6177,3.0748,2.9676,3.1055,3.2982,3.1038,3.1795,3.4832,3.4016,3.5694,4.1285,3.8025,3.9437,3.8055,3.9434,4.4153,4.4931,4.8524,5.0312,5.068,4.445,4.3703,4.5924,4.6298,5.5105,4.7156,4.8773,5.5718,5.2926,4.9541,5.4133,5.0603,5.061,5.976,5.592,6.1496,5.8365,6.2096,5.4596,5.9528,5.865,5.6664,5.4992,6.0916,5.7174,6.0573,6.6714,5.9591,6.4886,6.417,6.7292,7.6287,8.3197,14.923,16.405,3.4303,3.4014,3.5902,3.4357,4.6229,4.8794,5.1068,4.2357,4.4015,4.4432,4.7519,4.9093,4.2059,4.1634,4.1146,4.5124,3.848,4.6045,4.669,4.6549,4.9843,4.9568,5.2243,4.135,3.9588,4.2877,3.8565,3.4739,5.0676,3.7485,3.5378,2.381,3.3041,2.9443,2.9516,3.7239,3.1623,2.9167,5.2458,4.9032,5.1272,4.9097,4.0578,5.2197,3.7087,3.6145,4.5885,3.6417,2.6137,6.6263,4.2293,6.3137,5.4562,4.884,5.0809,6.1847,5.9403,2.9552,2.7836,3.6539,3.9745,3.9126,5.6082,4.8375,5.8038,4.1126,3.3462,5.1587,5.8192,5.8056,5.6812,3.1613,2.9,3.9327,2.7418,5.3992,4.3779,6.3534,6.8639,5.4197,3.7481,3.2871,2.4894,4.4491,4.7977,5.4449,5.4922,5.809,6.2002,5.824,6.9867,6.0918,7.3398,7.4306,6.7535,6.3574,7.163,7.844,7.438,7.1919,7.2405,6.6528,6.7647,6.5778,7.6174,6.8801,2.7909,2.7887
5137.11,3.1742,2.7967,2.8741,3.0307,2.0713,3.0801,3.348,1.0519,0.6725,0.702,0.5595,0.9653,0.3637,0.6014,0.3328,0.9029,3.2248,0.2245,0.0,0.2935,0.7287,0.3848,0.4799,0.7802,0.5508,0.8291,1.8711,0.7042,1.0592,1.4966,3.6237,0.8902,0.81,1.1871,1.3595,1.1417,1.058,1.1387,2.1111,4.5321,1.7761,1.3362,1.2197,1.5961,1.4538,1.366,1.5612,1.8057,1.9002,1.7555,1.6285,1.6428,2.9885,1.8081,2.1144,2.0784,1.9693,2.0534,2.1469,2.9233,2.5929,2.8222,3.2992,3.1863,3.3076,3.5134,3.3128,3.3883,3.6873,3.6036,3.7809,4.3522,4.0263,4.1467,4.0142,4.1532,4.6393,4.7172,5.0755,5.2549,5.2917,4.6657,4.5837,4.8048,4.8484,5.7318,4.9371,5.0915,5.7942,5.517,5.1664,5.6377,5.277,5.2759,6.199,5.8164,6.3707,6.0606,6.4318,5.6749,6.1772,6.0894,5.8831,5.7103,6.3155,5.9389,6.2805,6.8939,6.1807,6.7124,6.636,6.9504,7.8521,8.5436,15.1464,16.6293,3.5473,3.5314,3.7097,3.5603,4.7911,5.0493,5.2732,4.3564,4.5297,4.5773,4.8752,5.035,4.2913,4.2604,4.2224,4.607,3.9514,4.7114,4.8113,4.8143,5.121,5.1107,5.3784,4.2657,4.1071,4.4379,3.9745,3.6006,5.2142,3.8903,3.6557,2.3312,3.2707,2.9479,3.0283,3.7546,3.1065,2.8962,5.2787,4.9235,5.1035,4.9674,4.0551,5.2971,3.7226,3.6033,4.6395,3.6084,2.5477,6.5674,4.1468,6.2815,5.4364,4.9856,5.2032,6.1005,5.9709,3.0162,2.7132,3.6549,3.9839,3.896,5.5592,4.7653,5.8794,4.1207,3.3425,5.0898,5.7968,5.7915,5.6441,3.1215,2.9351,3.9013,2.6963,5.4216,4.4392,6.2621,6.7642,5.4282,3.6927,3.267,2.4603,4.3768,4.7153,5.3584,5.4173,5.7468,6.1336,5.732,6.9152,5.9829,7.2433,7.3453,6.6316,6.2308,7.0487,7.7397,7.3163,7.0631,7.1003,6.5065,6.6766,6.4794,7.5015,6.8339,2.7911,2.7816
5175.08,3.4174,3.0451,3.1353,3.3001,2.3016,3.3733,3.6399,1.1216,0.8668,0.8664,0.7182,0.8595,0.6109,0.4555,0.2385,0.715,3.4658,0.3336,0.2935,0.0,0.4571,0.448,0.2149,0.9485,0.4998,0.5363,2.0863,0.4468,0.7664,1.6857,3.8381,0.7944,0.6931,0.9064,1.4268,1.0967,0.9252,1.0335,2.2301,4.7272,1.8509,1.1413,1.0177,1.601,1.254,1.2084,1.4272,1.8271,1.8982,1.6772,1.4445,1.5254,3.1047,1.6497,2.0815,2.0681,1.8648,1.8577,1.9784,2.922,2.4375,2.6673,3.2482,3.0802,3.144,3.39,3.1681,3.2428,3.5274,3.439,3.6429,4.3281,3.959,3.9828,3.8666,4.0083,4.5743,4.6528,5.06,5.2304,5.2671,4.567,4.4504,4.6673,4.7369,5.7314,4.8438,4.9602,5.784,5.474,5.028,5.5801,5.1562,5.1472,6.1826,5.776,6.3707,6.0277,6.4229,5.5471,6.1212,6.0325,5.7612,5.567,6.2452,5.8441,6.2008,6.8825,6.0865,6.6397,6.5246,6.8519,7.7737,8.5136,15.121,16.5629,3.2769,3.2698,3.4406,3.2948,4.5647,4.8248,5.044,4.0874,4.2654,4.3173,4.6073,4.7685,4.0055,3.979,3.9461,4.3244,3.6732,4.4342,4.5576,4.5775,4.8624,4.8676,5.1353,4.0035,3.8599,4.1919,3.7041,3.3365,4.9641,3.6376,3.3857,2.0603,2.9924,2.6575,2.7407,3.4612,2.8397,2.6125,4.9854,4.631,4.8218,4.6752,3.7666,5.0086,3.4308,3.3169,4.3466,3.3302,2.2869,6.3034,3.8987,6.0036,5.1534,4.7058,4.9344,5.854,5.6777,2.7251,2.4555,3.3654,3.6928,3.6115,5.2893,4.5097,5.5903,3.8298,3.054,4.8319,5.5148,5.5066,5.3682,2.8461,2.6416,3.6224,2.4234,5.129,4.1476,6.0214,6.5308,5.1375,3.4259,2.9834,2.1796,4.1212,4.4672,5.1136,5.1637,5.4847,5.8744,5.4918,6.6593,5.7582,7.0071,7.0998,6.4206,6.0251,6.8294,7.5106,7.105,6.8599,6.9112,6.3258,6.4332,6.2448,7.2839,6.5627,2.5014,2.4937
5184.08,3.6605,3.3032,3.4221,3.6065,2.5327,3.7738,4.0656,1.1562,1.114,1.0736,0.9448,0.6599,0.9597,0.3624,0.457,0.3947,3.9213,0.7858,0.7287,0.4571,0.0,0.8749,0.4242,1.3888,0.8483,0.2933,2.5357,0.4867,0.4571,2.1261,4.2846,1.0384,0.9278,0.6899,1.7908,1.3671,1.0968,1.2327,2.6209,5.1627,2.2102,1.1697,1.0458,1.8986,1.2601,1.3042,1.5464,2.1348,2.1781,1.8681,1.4689,1.6654,3.4859,1.7117,2.3186,2.3335,2.0083,1.8337,2.0056,3.182,2.4749,2.7,3.4385,3.1899,3.1514,3.4663,3.2104,3.2823,3.5365,3.4399,3.6903,4.5447,4.1177,3.9789,3.8944,4.0396,4.7314,4.8101,5.2839,5.4411,5.4775,4.6721,4.4981,4.7061,4.8199,5.9718,4.9556,5.0078,6.0114,5.6577,5.0628,5.7422,5.2206,5.1982,6.4002,5.962,6.6094,6.2232,6.6498,5.5975,6.2833,6.1937,5.8207,5.5898,6.3854,5.9477,6.3268,7.1048,6.19,6.7749,6.5983,6.9457,7.8967,8.7063,15.3129,16.6936,3.019,3.0417,3.186,3.0536,4.4225,4.6854,4.8919,3.8283,4.0212,4.0861,4.3495,4.5146,3.6789,3.6732,3.6614,4.0119,3.3823,4.1439,4.3439,4.4092,4.6328,4.6815,4.9477,3.7675,3.6692,4.0021,3.443,3.0996,4.7583,3.433,3.1282,1.6049,2.5421,2.2323,2.4118,3.0602,2.3832,2.1691,4.5826,4.2161,4.3751,4.3032,3.3335,4.6639,3.0125,2.8785,3.9668,2.8797,1.8298,5.8466,3.4435,5.5529,4.7085,4.4038,4.6721,5.3989,5.2714,2.3704,1.9987,2.9359,3.2697,3.1693,4.8339,4.0529,5.2409,3.4053,2.6214,4.3749,5.0685,5.0647,4.9159,2.3934,2.2508,3.1727,1.969,4.7154,3.7826,5.5682,6.0806,4.7115,2.9694,2.5398,1.732,3.6644,4.012,4.6592,4.7071,5.0277,5.4173,5.039,6.2024,5.313,6.5556,6.6449,5.9837,5.5923,6.3869,7.0624,6.6677,6.4284,6.4909,5.9133,5.9791,5.7942,6.8423,6.1079,2.0737,2.06
